utterance,intent,category,tags
отменить подписка информационный бюллетень ваш компания,newsletter_subscription,NEWSLETTER,BI
должный отказаться подписка ваш рассылка нужный помощь,newsletter_subscription,NEWSLETTER,BCL
мочь помочь отменить подписка корпоративный рассылка,newsletter_subscription,NEWSLETTER,BIL
отписаться рассылка новость ваш компания,newsletter_subscription,NEWSLETTER,BILQ
нужный помощь подписка информационный бюллетень ваш компания,newsletter_subscription,NEWSLETTER,B
мочь сообщить отмена подписка рассылка новость,newsletter_subscription,NEWSLETTER,BILQ
помощь подписка информационный бюллетень ваш компания,newsletter_subscription,NEWSLETTER,B
мочь отписаться ваш рассылка,newsletter_subscription,NEWSLETTER,BEL
помочь отменить подписка информационный бюллетень компания,newsletter_subscription,NEWSLETTER,B
нужный помощь отмена подписка новостной рассылка компания,newsletter_subscription,NEWSLETTER,B
помочь подписаться информационный бюллетень ваш компания,newsletter_subscription,NEWSLETTER,B
мочь подписаться информационный бюллетень ваш компания,newsletter_subscription,NEWSLETTER,BI
мочь помочь подписаться ваш рассылка,newsletter_subscription,NEWSLETTER,BIL
отписаться ваш рассылка,newsletter_subscription,NEWSLETTER,BIL
нужно отменить подписка информационный бюллетень компания,newsletter_subscription,NEWSLETTER,BL
мочь отменить подписка новостной рассылка компания,newsletter_subscription,NEWSLETTER,BE
знать делать получать информационный бюллетень ваш компания,newsletter_subscription,NEWSLETTER,BL
нужный помощь подписка информационный бюллетень ваш компания,newsletter_subscription,NEWSLETTER,B
нужно подписаться рассылка новость это сделать,newsletter_subscription,NEWSLETTER,BCIL
рассказать подробный отписка ваш корпоративный рассылка,newsletter_subscription,NEWSLETTER,BLQ
хотеть получать новостной рассылка компания,newsletter_subscription,NEWSLETTER,BLQ
мочь помочь отписаться рассылка,newsletter_subscription,NEWSLETTER,BIL
помочь отменить подписка новостной рассылка компания,newsletter_subscription,NEWSLETTER,B
